station_name,timestamp,total_sessions,avg_occupancy,energy_kwh,revenue_inr,avg_temp,precipitation,congestion,month_year,rolling7d
Airport Terminal,2023-01-22,124,0.43050000000000005,3774.6,38238.41,21.4375,10.799999999999999,0.8452083333333333,Jan 2023,142.3
Airport Terminal,2023-01-23,145,0.5034583333333333,4194.58,41585.08,21.645833333333332,0.0,0.8697083333333334,Jan 2023,141.4
Airport Terminal,2023-01-24,144,0.5,4911.2,48798.450000000004,21.954166666666666,7.23,0.8555833333333333,Jan 2023,140.7
Airport Terminal,2023-01-25,150,0.5207916666666667,3930.2799999999997,39694.46,22.1375,0.0,0.8450833333333333,Jan 2023,140.3
Airport Terminal,2023-01-26,147,0.5102916666666667,4376.58,44456.14,22.55,3.29,0.85925,Jan 2023,139.9
Airport Terminal,2023-01-27,150,0.5207916666666667,4392.6,43278.48,21.525000000000002,0.0,0.84775,Jan 2023,140.0
Airport Terminal,2023-01-28,122,0.4235416666666667,3719.37,37632.49,22.075,0.0,0.8391666666666667,Jan 2023,140.3
Airport Terminal,2023-01-29,121,0.42008333333333336,3778.76,35829.35,22.0125,7.99,0.8455833333333334,Jan 2023,139.9
Airport Terminal,2023-01-30,146,0.506875,4226.99,43708.62,21.8875,2.96,0.8659583333333334,Jan 2023,140.0
Airport Terminal,2023-01-31,150,0.520875,4536.37,46040.85,21.8,0.0,0.852875,Jan 2023,140.9
Airport Terminal,2023-02-01,149,0.5174166666666666,4016.91,40012.24,22.879166666666666,1.47,0.8652083333333334,Feb 2023,140.7
Airport Terminal,2023-02-02,149,0.5173333333333333,4624.13,48283.19,23.016666666666666,0.0,0.8446666666666666,Feb 2023,141.0
Airport Terminal,2023-02-03,146,0.5069583333333333,4918.8,49496.37,22.78333333333333,2.82,0.8475833333333332,Feb 2023,140.4
Airport Terminal,2023-02-04,123,0.427,3747.64,37195.79,23.058333333333334,3.86,0.8342499999999999,Feb 2023,140.6
Airport Terminal,2023-02-05,122,0.423625,3580.07,36848.87,23.054166666666664,5.2,0.8460833333333334,Feb 2023,140.7
Airport Terminal,2023-02-06,143,0.4964583333333333,4422.08,45139.619999999995,23.241666666666664,0.0,0.8475,Feb 2023,140.3
Airport Terminal,2023-02-07,147,0.510375,4428.15,46035.22,23.516666666666666,1.63,0.8768333333333334,Feb 2023,139.9
Airport Terminal,2023-02-08,154,0.53475,4358.38,45071.1,22.84166666666667,0.0,0.8581666666666666,Feb 2023,140.6
Airport Terminal,2023-02-09,148,0.5139583333333334,4422.49,44748.46,22.891666666666666,1.63,0.87325,Feb 2023,140.4
Airport Terminal,2023-02-10,146,0.506875,4050.53,41696.64,22.65416666666667,8.14,0.8568333333333333,Feb 2023,140.4
Airport Terminal,2023-02-11,125,0.4340833333333333,3035.04,30568.1,23.041666666666668,0.0,0.8574166666666666,Feb 2023,140.7
Airport Terminal,2023-02-12,124,0.43054166666666666,3539.5,36232.89,23.191666666666666,3.18,0.8384166666666667,Feb 2023,141.0
Airport Terminal,2023-02-13,150,0.5207916666666667,4481.86,42881.659999999996,23.104166666666668,0.0,0.8720833333333333,Feb 2023,142.0
Airport Terminal,2023-02-14,153,0.5312083333333334,4779.14,47309.02,22.616666666666664,0.0,0.856375,Feb 2023,142.9
Airport Terminal,2023-02-15,147,0.510375,4560.65,45017.07,23.0125,39.67,0.8473333333333333,Feb 2023,141.9
Airport Terminal,2023-02-16,148,0.5139583333333334,4437.02,45094.41,23.333333333333332,0.0,0.8604583333333333,Feb 2023,141.9
Airport Terminal,2023-02-17,149,0.5173333333333333,4287.92,42058.5,22.8625,0.0,0.8533750000000001,Feb 2023,142.3
Airport Terminal,2023-02-18,121,0.42016666666666663,3746.85,35222.66,23.21666666666667,0.0,0.862625,Feb 2023,141.7
Airport Terminal,2023-02-19,125,0.4339583333333334,3695.1,35975.01,22.479166666666668,12.0,0.8324166666666667,Feb 2023,141.9
Airport Terminal,2023-02-20,149,0.5173333333333333,4673.6,45783.28,22.787499999999998,7.85,0.8723333333333333,Feb 2023,141.7
Airport Terminal,2023-02-21,152,0.52775,4114.73,41148.57,22.962500000000002,2.25,0.8705833333333333,Feb 2023,141.6
Airport Terminal,2023-02-22,145,0.5034166666666666,4182.69,41447.21,22.787499999999998,13.200000000000001,0.8553333333333333,Feb 2023,141.3
Airport Terminal,2023-02-23,150,0.5207916666666667,4763.59,46120.31,22.883333333333336,0.0,0.8584166666666667,Feb 2023,141.6
Airport Terminal,2023-02-24,148,0.513875,4357.59,45396.76,22.875,0.0,0.8529583333333334,Feb 2023,141.4
Airport Terminal,2023-02-25,121,0.42016666666666663,3487.65,34484.57,22.916666666666668,6.609999999999999,0.8539166666666667,Feb 2023,141.4
Airport Terminal,2023-02-26,125,0.434,3464.41,35239.57,22.15833333333333,12.62,0.8432499999999999,Feb 2023,141.4
Airport Terminal,2023-02-27,151,0.52425,3926.05,41117.74,23.09166666666667,3.57,0.8592916666666667,Feb 2023,141.7
Airport Terminal,2023-02-28,152,0.5277916666666667,4671.43,46966.979999999996,23.179166666666664,12.91,0.8570000000000001,Feb 2023,141.7
Airport Terminal,2023-03-01,156,0.541625,5062.82,51864.78,25.266666666666666,0.0,0.8602916666666666,Mar 2023,143.3
Airport Terminal,2023-03-02,156,0.541625,4781.77,47662.75,25.383333333333336,0.0,0.839125,Mar 2023,144.1
Airport Terminal,2023-03-03,157,0.5451666666666667,5532.42,55092.24,25.016666666666666,10.07,0.8602083333333334,Mar 2023,145.4
Airport Terminal,2023-03-04,127,0.441,4224.49,44384.08,25.641666666666666,0.0,0.8474583333333333,Mar 2023,146.3
Airport Terminal,2023-03-05,133,0.46170833333333333,3920.22,40664.21,24.983333333333334,0.0,0.8354166666666667,Mar 2023,147.4
Airport Terminal,2023-03-06,151,0.5242083333333333,4252.32,42069.49,24.97083333333333,7.65,0.8486666666666666,Mar 2023,147.4
Airport Terminal,2023-03-07,154,0.53475,4450.8,44424.94,24.620833333333334,0.0,0.8560833333333333,Mar 2023,147.7
Airport Terminal,2023-03-08,153,0.53125,4562.7,44628.27,24.758333333333336,0.99,0.8649166666666667,Mar 2023,147.3
Airport Terminal,2023-03-09,156,0.5415833333333333,5032.36,49880.77,25.34583333333333,0.0,0.8764166666666666,Mar 2023,147.3
Airport Terminal,2023-03-10,153,0.53125,4740.19,48137.7,25.40833333333333,1.61,0.8569166666666667,Mar 2023,146.7
Airport Terminal,2023-03-11,129,0.4479166666666667,4130.23,40603.34,25.25,42.43,0.8347916666666667,Mar 2023,147.0
Airport Terminal,2023-03-12,130,0.45145833333333335,3778.76,35812.979999999996,25.170833333333334,0.44,0.8373750000000001,Mar 2023,146.6
Airport Terminal,2023-03-13,153,0.5312083333333334,3926.95,36868.86,25.212500000000002,0.0,0.8542916666666667,Mar 2023,146.9
Airport Terminal,2023-03-14,150,0.5208333333333334,5021.77,51469.64,25.125,1.51,0.8572083333333333,Mar 2023,146.3
Airport Terminal,2023-03-15,157,0.545125,4589.2300000000005,43843.25,25.308333333333334,4.02,0.8435,Mar 2023,146.9
Airport Terminal,2023-03-16,147,0.510375,3953.22,39232.67,24.583333333333332,0.0,0.8515416666666668,Mar 2023,145.6
Airport Terminal,2023-03-17,150,0.5207916666666667,4621.0199999999995,44119.61,24.52916666666667,21.71,0.8700833333333334,Mar 2023,145.1
Airport Terminal,2023-03-18,132,0.4583333333333333,3893.91,38219.6,24.90833333333333,4.109999999999999,0.847375,Mar 2023,145.6
Airport Terminal,2023-03-19,125,0.434,3709.34,35407.97,25.195833333333336,7.5600000000000005,0.8271666666666667,Mar 2023,144.9
Airport Terminal,2023-03-20,149,0.5172916666666666,4612.41,45699.54,24.979166666666668,1.0,0.8717083333333333,Mar 2023,144.3
Airport Terminal,2023-03-21,148,0.5138333333333334,3947.73,38402.38,25.054166666666664,5.56,0.8643333333333333,Mar 2023,144.0
Airport Terminal,2023-03-22,155,0.5382916666666667,4506.51,43948.979999999996,25.054166666666664,0.0,0.8583333333333333,Mar 2023,143.7
Airport Terminal,2023-03-23,153,0.53125,4813.77,46996.32,25.2625,0.04,0.856875,Mar 2023,144.6
Airport Terminal,2023-03-24,152,0.52775,5133.11,51028.11,25.162499999999998,0.0,0.8677916666666666,Mar 2023,144.9
Airport Terminal,2023-03-25,132,0.4582916666666667,3453.82,36997.95,24.708333333333332,0.0,0.851625,Mar 2023,144.9
Airport Terminal,2023-03-26,125,0.434,3656.04,35120.47,25.0125,7.97,0.8411666666666666,Mar 2023,144.9
Airport Terminal,2023-03-27,155,0.5382083333333333,4568.8,46883.12,24.833333333333332,0.0,0.8539583333333334,Mar 2023,145.7
Airport Terminal,2023-03-28,155,0.5381666666666667,5277.38,55025.87,24.791666666666668,0.0,0.84875,Mar 2023,146.7
Airport Terminal,2023-03-29,154,0.5346666666666667,4586.02,47414.69,25.020833333333332,25.47,0.8697083333333334,Mar 2023,146.6
Airport Terminal,2023-03-30,155,0.5382083333333333,4851.23,47363.47,25.0625,8.93,0.859125,Mar 2023,146.9
Airport Terminal,2023-03-31,150,0.5207916666666667,4485.47,44941.340000000004,24.858333333333334,0.0,0.868125,Mar 2023,146.6
Airport Terminal,2023-04-01,132,0.4583333333333333,4108.8,43684.96,28.162499999999998,8.48,0.8425416666666666,Apr 2023,146.6
Airport Terminal,2023-04-02,130,0.4513333333333333,4021.74,40476.69,27.97083333333333,0.0,0.8484166666666666,Apr 2023,147.3
Airport Terminal,2023-04-03,155,0.5382083333333333,4492.02,45051.58,28.054166666666664,3.85,0.8369166666666666,Apr 2023,147.3
Airport Terminal,2023-04-04,159,0.552125,5323.03,56134.8,27.879166666666666,6.66,0.8640833333333333,Apr 2023,147.9
Airport Terminal,2023-04-05,158,0.5485833333333333,5051.24,49062.11,27.77916666666667,9.54,0.8523333333333333,Apr 2023,148.4
Airport Terminal,2023-04-06,154,0.534625,4594.2,44138.88,28.1125,6.3,0.8417916666666666,Apr 2023,148.3
Airport Terminal,2023-04-07,153,0.5312083333333334,4321.97,44321.44,28.712500000000002,1.1,0.8452500000000001,Apr 2023,148.7
Airport Terminal,2023-04-08,126,0.4374166666666666,3721.78,35711.84,28.083333333333332,24.8,0.836375,Apr 2023,147.9
Airport Terminal,2023-04-09,131,0.45479166666666665,3974.36,39676.4,27.858333333333334,6.15,0.8381249999999999,Apr 2023,148.0
Airport Terminal,2023-04-10,160,0.5555416666666667,4446.5,44527.11,27.27916666666667,10.19,0.8654583333333333,Apr 2023,148.7
Airport Terminal,2023-04-11,154,0.534625,4360.72,42498.36,28.275000000000002,0.0,0.8439583333333333,Apr 2023,148.0
Airport Terminal,2023-04-12,154,0.5345833333333333,4634.32,45684.58,28.03333333333333,14.62,0.8588333333333332,Apr 2023,147.4
Airport Terminal,2023-04-13,153,0.5312083333333334,4246.99,42148.07,28.241666666666664,16.509999999999998,0.8567083333333333,Apr 2023,147.3
Airport Terminal,2023-04-14,154,0.5347083333333333,4586.85,46958.87,27.9875,6.46,0.8445,Apr 2023,147.4
Airport Terminal,2023-04-15,132,0.4583333333333333,4049.63,39540.88,27.945833333333336,4.46,0.8407916666666666,Apr 2023,148.3
Airport Terminal,2023-04-16,128,0.4443333333333333,3686.09,36332.090000000004,28.2,0.0,0.8424583333333334,Apr 2023,147.9
Airport Terminal,2023-04-17,157,0.545125,4667.5,48073.46,27.866666666666664,2.81,0.858,Apr 2023,147.4
Airport Terminal,2023-04-18,153,0.5312083333333334,5213.69,53802.31,28.3625,18.05,0.8573749999999999,Apr 2023,147.3
Airport Terminal,2023-04-19,159,0.5520833333333334,4471.12,44738.88,27.6875,6.53,0.8432083333333332,Apr 2023,148.0
Airport Terminal,2023-04-20,150,0.5207916666666667,4345.78,43776.88,28.59166666666667,11.36,0.8516666666666667,Apr 2023,147.6
Airport Terminal,2023-04-21,154,0.5347916666666667,4473.84,45625.36,27.8625,13.02,0.8649166666666667,Apr 2023,147.6
Airport Terminal,2023-04-22,134,0.46525,3972.94,41215.36,27.712500000000002,8.97,0.8426666666666667,Apr 2023,147.9
Airport Terminal,2023-04-23,135,0.46870833333333334,3732.18,38510.83,28.712500000000002,5.62,0.8507916666666667,Apr 2023,148.9
Airport Terminal,2023-04-24,155,0.5381666666666667,4403.41,46551.37,28.454166666666666,15.01,0.8602916666666666,Apr 2023,148.6
Airport Terminal,2023-04-25,159,0.5521666666666667,4434.1,42767.99,28.095833333333335,0.0,0.869875,Apr 2023,149.4
Airport Terminal,2023-04-26,155,0.5381666666666667,4867.05,46598.85,27.69583333333333,1.5,0.8550833333333333,Apr 2023,148.9
Airport Terminal,2023-04-27,151,0.52425,4610.05,44591.49,27.554166666666664,0.0,0.8614583333333333,Apr 2023,149.0
Airport Terminal,2023-04-28,153,0.53125,4462.74,44829.85,28.183333333333334,5.38,0.8494166666666666,Apr 2023,148.9
Airport Terminal,2023-04-29,128,0.4444166666666667,3871.91,40212.35,28.129166666666666,6.72,0.8038333333333334,Apr 2023,148.0
Airport Terminal,2023-04-30,131,0.45479166666666665,4620.34,45612.89,27.683333333333334,13.71,0.843625,Apr 2023,147.4
Airport Terminal,2023-05-01,160,0.5555416666666667,5059.71,52063.659999999996,30.71666666666667,2.9000000000000004,0.8665416666666667,May 2023,148.1
Airport Terminal,2023-05-02,157,0.5450833333333334,4861.04,46963.63,31.191666666666666,3.96,0.8607083333333333,May 2023,147.9
Airport Terminal,2023-05-03,155,0.5382083333333333,4499.95,48525.16,30.991666666666664,0.99,0.8548749999999999,May 2023,147.9
Airport Terminal,2023-05-04,157,0.5451666666666667,5450.54,52855.83,30.962500000000002,0.0,0.84725,May 2023,148.7
Airport Terminal,2023-05-05,154,0.5346666666666667,5017.45,48133.44,31.170833333333334,6.67,0.8569583333333334,May 2023,148.9
Airport Terminal,2023-05-06,139,0.48258333333333336,3559.6,35841.229999999996,30.604166666666668,7.51,0.8341666666666666,May 2023,150.4
Airport Terminal,2023-05-07,131,0.45483333333333337,3787.6,37913.77,30.579166666666666,0.0,0.8413750000000001,May 2023,150.4
Airport Terminal,2023-05-08,163,0.5659583333333333,5832.17,57779.68,30.916666666666668,5.43,0.8564166666666666,May 2023,150.9
Airport Terminal,2023-05-09,155,0.5382083333333333,5163.73,50130.42,31.1125,0.0,0.8562083333333333,May 2023,150.6
Airport Terminal,2023-05-10,158,0.5485833333333333,4691.69,47964.67,31.104166666666668,2.28,0.87025,May 2023,151.0
Airport Terminal,2023-05-11,156,0.5416666666666666,5231.14,51875.36,30.808333333333334,3.27,0.8525833333333334,May 2023,150.9
Airport Terminal,2023-05-12,161,0.5590833333333333,4128.94,40438.19,30.3125,30.939999999999998,0.876125,May 2023,151.9
Airport Terminal,2023-05-13,136,0.4721666666666667,4277.12,43339.81,30.97083333333333,12.84,0.8588749999999999,May 2023,151.4
Airport Terminal,2023-05-14,133,0.4618333333333333,4011.39,40622.87,31.3,0.19,0.82825,May 2023,151.7
Airport Terminal,2023-05-15,160,0.555625,4611.73,50347.15,30.879166666666666,16.36,0.8555416666666668,May 2023,151.3
Airport Terminal,2023-05-16,160,0.5555833333333333,4524.18,47231.76,31.320833333333336,0.0,0.8470833333333333,May 2023,152.0
Airport Terminal,2023-05-17,159,0.5520833333333334,4784.8,48751.58,31.150000000000002,0.0,0.8556666666666667,May 2023,152.1
Airport Terminal,2023-05-18,160,0.555625,4903.84,47869.35,31.05,0.36,0.86225,May 2023,152.7
Airport Terminal,2023-05-19,160,0.5554583333333333,4653.01,46790.5,31.241666666666664,0.0,0.843875,May 2023,152.6
Airport Terminal,2023-05-20,134,0.46525,4012.54,40940.08,31.025000000000002,5.69,0.8529166666666667,May 2023,152.3
Airport Terminal,2023-05-21,134,0.46525,3979.87,38602.06,30.866666666666664,1.95,0.846,May 2023,152.4
Airport Terminal,2023-05-22,159,0.5520833333333334,4867.66,49540.93,31.166666666666668,25.18,0.8595416666666668,May 2023,152.3
Airport Terminal,2023-05-23,155,0.5381250000000001,4611.87,49892.95,31.304166666666664,1.85,0.8772916666666667,May 2023,151.6
Airport Terminal,2023-05-24,162,0.5624583333333334,4892.79,45812.87,30.854166666666668,0.0,0.8674166666666667,May 2023,152.0
Airport Terminal,2023-05-25,159,0.5519999999999999,4590.3,47299.67,31.020833333333332,0.0,0.8508333333333334,May 2023,151.9
Airport Terminal,2023-05-26,158,0.548625,5028.71,50784.72,30.837500000000002,8.62,0.859375,May 2023,151.6
Airport Terminal,2023-05-27,135,0.46870833333333334,3422.9700000000003,34539.99,30.816666666666666,6.71,0.8468749999999999,May 2023,151.7
Airport Terminal,2023-05-28,130,0.45129166666666665,4149.37,42333.3,31.287499999999998,0.18,0.8464583333333334,May 2023,151.1
Airport Terminal,2023-05-29,155,0.538125,4994.18,50435.22,31.170833333333334,9.19,0.856,May 2023,150.6
Airport Terminal,2023-05-30,156,0.5417083333333333,4673.44,45293.54,31.25,1.58,0.8526250000000001,May 2023,150.7
Airport Terminal,2023-05-31,162,0.5625416666666667,5307.51,50420.45,30.920833333333334,3.2800000000000002,0.8459166666666667,May 2023,150.7
Airport Terminal,2023-06-01,158,0.5485,5852.66,62237.79,33.016666666666666,36.51,0.8556666666666667,Jun 2023,150.6
Airport Terminal,2023-06-02,157,0.5451666666666667,4667.2,44996.24,33.49166666666667,32.25,0.83675,Jun 2023,150.4
Airport Terminal,2023-06-03,125,0.4340833333333333,3908.84,40278.02,33.72083333333333,43.09,0.8324166666666667,Jun 2023,149.0
Airport Terminal,2023-06-04,134,0.46525,3726.2799999999997,38264.59,33.454166666666666,28.4,0.8355833333333332,Jun 2023,149.6
Airport Terminal,2023-06-05,158,0.548625,4333.66,44498.19,32.82083333333333,33.51,0.854375,Jun 2023,150.0
Airport Terminal,2023-06-06,158,0.5486666666666666,4663.57,46139.88,33.07083333333333,52.06,0.8532916666666667,Jun 2023,150.3
Airport Terminal,2023-06-07,157,0.5452083333333334,4362.24,43829.12,32.61666666666667,47.89,0.8542083333333333,Jun 2023,149.6
Airport Terminal,2023-06-08,155,0.5381666666666667,4630.73,46635.729999999996,32.46666666666667,7.52,0.8441666666666667,Jun 2023,149.1
Airport Terminal,2023-06-09,155,0.5381250000000001,5188.93,48537.93,33.02916666666667,45.980000000000004,0.8609583333333334,Jun 2023,148.9
Airport Terminal,2023-06-10,129,0.447875,3719.3,34208.68,32.958333333333336,42.47,0.8444583333333333,Jun 2023,149.4
Airport Terminal,2023-06-11,131,0.45479166666666665,3888.23,37666.59,32.8125,101.75,0.8450833333333333,Jun 2023,149.0
Airport Terminal,2023-06-12,155,0.538125,4665.12,46185.83,33.3875,53.68,0.848125,Jun 2023,148.6
Airport Terminal,2023-06-13,160,0.5555416666666667,4524.96,45689.89,33.454166666666666,9.26,0.8697083333333334,Jun 2023,148.9
Airport Terminal,2023-06-14,156,0.5416666666666666,5140.13,51290.97,33.166666666666664,40.16,0.8727916666666666,Jun 2023,148.7
Airport Terminal,2023-06-15,158,0.5486666666666666,4504.94,44433.89,33.7875,48.550000000000004,0.8572083333333333,Jun 2023,149.1
Airport Terminal,2023-06-16,157,0.545125,5165.15,48517.0,32.516666666666666,44.63,0.8710833333333333,Jun 2023,149.4
Airport Terminal,2023-06-17,130,0.45125,3789.62,37568.4,32.987500000000004,58.47,0.8534166666666666,Jun 2023,149.6
Airport Terminal,2023-06-18,132,0.45825,3811.04,38556.56,33.12916666666667,24.15,0.811125,Jun 2023,149.7
Airport Terminal,2023-06-19,160,0.5555,4622.41,45216.49,32.979166666666664,18.94,0.8475416666666667,Jun 2023,150.4
Airport Terminal,2023-06-20,156,0.5416666666666666,4608.33,45591.659999999996,33.387499999999996,49.78,0.8569583333333334,Jun 2023,149.9
Airport Terminal,2023-06-21,155,0.5381666666666667,4092.69,42249.23,33.18333333333333,30.759999999999998,0.8530000000000001,Jun 2023,149.7
Airport Terminal,2023-06-22,156,0.5415833333333333,4740.67,45560.26,33.4125,21.48,0.8508749999999999,Jun 2023,149.4
Airport Terminal,2023-06-23,159,0.5519999999999999,4931.38,50808.11,32.9,31.09,0.862,Jun 2023,149.7
Airport Terminal,2023-06-24,133,0.46170833333333333,4007.96,40486.12,32.88333333333333,34.44,0.8279583333333332,Jun 2023,150.1
Airport Terminal,2023-06-25,136,0.47220833333333334,4491.42,43799.44,32.612500000000004,15.89,0.8445833333333334,Jun 2023,150.7
Airport Terminal,2023-06-26,155,0.5381666666666667,4029.13,40888.87,33.25833333333333,41.699999999999996,0.857125,Jun 2023,150.0
Airport Terminal,2023-06-27,161,0.559,4850.02,49366.22,33.233333333333334,29.43,0.855125,Jun 2023,150.7
Airport Terminal,2023-06-28,157,0.545125,5048.04,50288.12,32.9625,26.46,0.8533333333333334,Jun 2023,151.0
Airport Terminal,2023-06-29,157,0.545125,4363.13,45519.7,32.65833333333333,47.97,0.8697916666666666,Jun 2023,151.1
Airport Terminal,2023-06-30,152,0.5277083333333333,4120.1,42178.32,33.38333333333333,38.88,0.8764583333333333,Jun 2023,150.1
Airport Terminal,2023-07-01,139,0.482625,4058.36,38269.22,33.78333333333333,29.979999999999997,0.8503333333333334,Jul 2023,151.0
Airport Terminal,2023-07-02,131,0.45479166666666665,3655.93,36620.26,33.74583333333333,34.9,0.858,Jul 2023,150.3
Airport Terminal,2023-07-03,153,0.5312916666666666,4196.37,42240.05,33.895833333333336,23.59,0.87525,Jul 2023,150.0
Airport Terminal,2023-07-04,159,0.552125,4388.29,43786.21,33.512499999999996,75.23,0.8512916666666667,Jul 2023,149.7
Airport Terminal,2023-07-05,155,0.53825,4185.68,44465.92,34.15,25.84,0.8514583333333333,Jul 2023,149.4
Airport Terminal,2023-07-06,157,0.5450833333333334,4864.64,49859.42,34.108333333333334,23.869999999999997,0.8509583333333334,Jul 2023,149.4
Airport Terminal,2023-07-07,156,0.5416666666666666,4558.67,46797.62,33.800000000000004,30.49,0.8545416666666666,Jul 2023,150.0
Airport Terminal,2023-07-08,136,0.4721666666666667,4099.7699999999995,40161.16,34.125,39.300000000000004,0.8299583333333334,Jul 2023,149.6
Airport Terminal,2023-07-09,134,0.4652083333333333,3557.35,35616.32,34.07083333333333,43.019999999999996,0.8376666666666667,Jul 2023,150.0
Airport Terminal,2023-07-10,154,0.5346666666666667,5328.33,53990.81,34.03333333333333,41.23,0.8380416666666667,Jul 2023,150.1
Airport Terminal,2023-07-11,155,0.5381666666666667,4708.86,48034.36,34.295833333333334,27.130000000000003,0.8649583333333334,Jul 2023,149.6
Airport Terminal,2023-07-12,151,0.5243333333333333,4609.62,45734.97,33.84166666666667,34.8,0.86275,Jul 2023,149.0
Airport Terminal,2023-07-13,157,0.545125,4117.49,41569.38,33.82083333333333,29.299999999999997,0.8733333333333334,Jul 2023,149.0
Airport Terminal,2023-07-14,155,0.5382083333333333,5142.78,50762.63,34.012499999999996,81.96,0.8565,Jul 2023,148.9
Airport Terminal,2023-07-15,135,0.4686666666666666,3995.63,37874.68,33.833333333333336,21.68,0.8437916666666667,Jul 2023,148.7
Airport Terminal,2023-07-16,131,0.45483333333333337,4091.4500000000003,37884.57,34.31666666666667,51.24,0.8345833333333333,Jul 2023,148.3
Airport Terminal,2023-07-17,155,0.5382083333333333,4760.13,47393.2,34.1,33.11,0.8562916666666666,Jul 2023,148.4
Airport Terminal,2023-07-18,159,0.5519583333333333,4902.78,51235.93,33.81666666666667,27.32,0.8495833333333334,Jul 2023,149.0
Airport Terminal,2023-07-19,157,0.545125,4898.54,47843.82,33.4,9.0,0.872,Jul 2023,149.9
Airport Terminal,2023-07-20,155,0.5382083333333333,4783.36,47959.909999999996,33.737500000000004,36.12,0.872125,Jul 2023,149.6
Airport Terminal,2023-07-21,156,0.5417083333333333,4340.88,44019.4,33.895833333333336,36.53,0.8446250000000001,Jul 2023,149.7
Airport Terminal,2023-07-22,132,0.4582916666666667,3675.31,37319.06,34.324999999999996,20.99,0.8187083333333334,Jul 2023,149.3
Airport Terminal,2023-07-23,132,0.4583333333333333,4254.59,42267.61,33.791666666666664,17.380000000000003,0.8250000000000001,Jul 2023,149.4
Airport Terminal,2023-07-24,155,0.5382083333333333,4682.3,48173.78,33.94583333333333,46.06,0.8657916666666666,Jul 2023,149.4
Airport Terminal,2023-07-25,158,0.5485833333333333,5106.99,49303.38,34.28333333333333,29.220000000000002,0.855375,Jul 2023,149.3
Airport Terminal,2023-07-26,155,0.5381666666666667,4526.08,45994.01,34.15,35.69,0.8674583333333333,Jul 2023,149.0
Airport Terminal,2023-07-27,153,0.5311666666666667,4894.69,47668.12,33.96666666666667,36.11,0.87025,Jul 2023,148.7
Airport Terminal,2023-07-28,155,0.5381666666666667,4669.03,45826.46,34.15,61.8,0.8474166666666667,Jul 2023,148.6
Airport Terminal,2023-07-29,132,0.4582916666666667,3721.58,39549.74,34.416666666666664,24.51,0.8401666666666667,Jul 2023,148.6
Airport Terminal,2023-07-30,125,0.4339583333333334,3494.41,32720.44,33.78333333333333,39.31,0.8593333333333333,Jul 2023,147.6
Airport Terminal,2023-07-31,161,0.5590416666666667,4974.64,52627.76,34.324999999999996,33.9,0.8573333333333334,Jul 2023,148.4
